timestamp,open,high,low,close,volume
2024-01-01 00:00:00,0.87,0.87,0.87,0.87,4372
2024-01-01 00:15:00,0.87,0.88,0.86,0.87,742
2024-01-01 00:30:00,0.87,0.88,0.85,0.86,1135
2024-01-01 00:45:00,0.86,0.86,0.83,0.83,3616
2024-01-01 01:00:00,0.83,0.86,0.83,0.86,4571
2024-01-01 01:15:00,0.86,0.87,0.83,0.85,2882
2024-01-01 01:30:00,0.85,0.87,0.82,0.83,3670
2024-01-01 01:45:00,0.83,0.85,0.83,0.85,4245
2024-01-01 02:00:00,0.85,0.86,0.83,0.83,2655
2024-01-01 02:15:00,0.83,0.85,0.79,0.81,2439
2024-01-01 02:30:00,0.81,0.81,0.8,0.81,1768
2024-01-01 02:45:00,0.81,0.83,0.81,0.82,2252
2024-01-01 03:00:00,0.82,0.85,0.82,0.84,3075
2024-01-01 03:15:00,0.84,0.85,0.82,0.83,1497
2024-01-01 03:30:00,0.83,0.83,0.81,0.81,1603
2024-01-01 03:45:00,0.81,0.85,0.81,0.84,3290
2024-01-01 04:00:00,0.84,0.91,0.83,0.9,10058
2024-01-01 04:15:00,0.9,0.92,0.9,0.92,3790
2024-01-01 04:30:00,0.92,0.94,0.9,0.92,1731
2024-01-01 04:45:00,0.92,0.94,0.91,0.94,1307
2024-01-01 05:00:00,0.94,0.94,0.93,0.93,1661
2024-01-01 05:15:00,0.93,0.93,0.93,0.93,849
2024-01-01 05:30:00,0.93,0.95,0.9,0.92,1492
2024-01-01 05:45:00,0.92,0.93,0.91,0.92,1824
2024-01-01 06:00:00,0.92,0.93,0.92,0.92,729
2024-01-01 06:15:00,0.92,0.94,0.91,0.93,1920
2024-01-01 06:30:00,0.93,0.94,0.92,0.92,2314
2024-01-01 06:45:00,0.92,0.97,0.91,0.96,4596
2024-01-01 07:00:00,0.96,0.96,0.94,0.95,1399
2024-01-01 07:15:00,0.95,0.98,0.94,0.97,2244
2024-01-01 07:30:00,0.97,0.99,0.97,0.99,2738
2024-01-01 07:45:00,0.99,1.02,0.99,1.02,3047
2024-01-01 08:00:00,1.02,1.04,0.97,0.99,3748
2024-01-01 08:15:00,0.99,1.0,0.99,1.0,1562
2024-01-01 08:30:00,1.0,1.03,0.98,1.01,3511
2024-01-01 08:45:00,1.01,1.03,1.01,1.02,907
2024-01-01 09:00:00,1.02,1.02,1.01,1.02,1381
2024-01-01 09:15:00,1.02,1.05,1.01,1.04,3797
2024-01-01 09:30:00,1.04,1.05,1.02,1.03,2522
2024-01-01 09:45:00,1.03,1.04,1.03,1.04,1476
2024-01-01 10:00:00,1.04,1.05,1.02,1.04,1759
2024-01-01 10:15:00,1.04,1.06,1.02,1.05,2146
2024-01-01 10:30:00,1.05,1.07,1.05,1.07,3155
2024-01-01 10:45:00,1.07,1.1,1.01,1.04,4823
2024-01-01 11:00:00,1.04,1.04,1.0,1.0,5424
2024-01-01 11:15:00,1.0,1.01,0.99,1.0,870
2024-01-01 11:30:00,1.0,1.0,0.98,0.99,1710
2024-01-01 11:45:00,0.99,1.0,0.98,1.0,1889
2024-01-01 12:00:00,1.0,1.02,0.99,1.01,1377
2024-01-01 12:15:00,1.01,1.03,0.97,0.99,3423
2024-01-01 12:30:00,0.99,0.99,0.97,0.97,1579
2024-01-01 12:45:00,0.97,0.98,0.96,0.97,1293
2024-01-01 13:00:00,0.97,1.03,0.96,1.02,6322
2024-01-01 13:15:00,1.02,1.03,0.99,0.99,4086
2024-01-01 13:30:00,0.99,1.01,0.98,0.99,1404
2024-01-01 13:45:00,0.99,1.01,0.99,1.01,2094
2024-01-01 14:00:00,1.01,1.03,1.0,1.02,3917
2024-01-01 14:15:00,1.02,1.04,1.01,1.02,1281
2024-01-01 14:30:00,1.02,1.03,1.02,1.02,1617
2024-01-01 14:45:00,1.02,1.05,1.0,1.03,2110
2024-01-01 15:00:00,1.03,1.04,1.02,1.03,982
2024-01-01 15:15:00,1.03,1.04,1.01,1.03,1586
2024-01-01 15:30:00,1.03,1.06,1.02,1.05,1581
2024-01-01 15:45:00,1.05,1.06,1.01,1.03,4009
2024-01-01 16:00:00,1.03,1.03,1.01,1.02,1471
2024-01-01 16:15:00,1.02,1.05,1.02,1.04,1767
2024-01-01 16:30:00,1.04,1.06,1.03,1.05,1032
2024-01-01 16:45:00,1.05,1.05,1.04,1.04,756
2024-01-01 17:00:00,1.04,1.05,1.01,1.02,1712
2024-01-01 17:15:00,1.02,1.03,1.0,1.02,1932
2024-01-01 17:30:00,1.02,1.02,1.01,1.02,1921
2024-01-01 17:45:00,1.02,1.03,1.02,1.03,1198
2024-01-01 18:00:00,1.03,1.05,1.02,1.04,1486
2024-01-01 18:15:00,1.04,1.06,1.04,1.05,1185
2024-01-01 18:30:00,1.05,1.09,1.05,1.08,3619
2024-01-01 18:45:00,1.08,1.1,1.06,1.07,1177
2024-01-01 19:00:00,1.07,1.12,1.07,1.12,7335
2024-01-01 19:15:00,1.12,1.15,1.11,1.14,4332
2024-01-01 19:30:00,1.14,1.18,1.13,1.16,3572
2024-01-01 19:45:00,1.16,1.18,1.11,1.12,3413
2024-01-01 20:00:00,1.12,1.16,1.12,1.15,3563
2024-01-01 20:15:00,1.15,1.15,1.1,1.1,5447
2024-01-01 20:30:00,1.1,1.11,1.08,1.1,956
2024-01-01 20:45:00,1.1,1.11,1.0,1.01,4907
2024-01-01 21:00:00,1.01,1.02,0.99,1.0,819
2024-01-01 21:15:00,1.0,1.01,1.0,1.01,2010
