timestamp,open,high,low,close,volume
2024-01-01 00:00:00,0.46,0.46,0.45,0.46,1128
2024-01-01 00:15:00,0.46,0.48,0.45,0.47,3485
2024-01-01 00:30:00,0.47,0.48,0.47,0.48,2943
2024-01-01 00:45:00,0.48,0.48,0.47,0.47,3201
2024-01-01 01:00:00,0.47,0.48,0.46,0.47,2697
2024-01-01 01:15:00,0.47,0.48,0.47,0.47,1309
2024-01-01 01:30:00,0.47,0.48,0.46,0.47,964
2024-01-01 01:45:00,0.47,0.47,0.46,0.47,2646
2024-01-01 02:00:00,0.47,0.47,0.46,0.46,1306
2024-01-01 02:15:00,0.46,0.48,0.46,0.47,2053
2024-01-01 02:30:00,0.47,0.48,0.45,0.46,1611
2024-01-01 02:45:00,0.46,0.47,0.46,0.46,1004
2024-01-01 03:00:00,0.46,0.48,0.46,0.48,3363
2024-01-01 03:15:00,0.48,0.48,0.48,0.48,1510
2024-01-01 03:30:00,0.48,0.49,0.46,0.47,1295
2024-01-01 03:45:00,0.47,0.48,0.47,0.48,1491
2024-01-01 04:00:00,0.48,0.48,0.48,0.48,900
2024-01-01 04:15:00,0.48,0.48,0.48,0.48,1140
2024-01-01 04:30:00,0.48,0.51,0.47,0.5,4418
2024-01-01 04:45:00,0.5,0.5,0.48,0.48,5032
2024-01-01 05:00:00,0.48,0.5,0.47,0.48,1352
2024-01-01 05:15:00,0.48,0.49,0.47,0.48,1643
2024-01-01 05:30:00,0.48,0.48,0.46,0.46,6141
2024-01-01 05:45:00,0.46,0.46,0.45,0.45,3314
2024-01-01 06:00:00,0.45,0.45,0.45,0.45,824
2024-01-01 06:15:00,0.45,0.45,0.43,0.43,2605
2024-01-01 06:30:00,0.43,0.44,0.43,0.43,810
2024-01-01 06:45:00,0.43,0.44,0.42,0.43,1702
2024-01-01 07:00:00,0.43,0.44,0.43,0.44,3947
2024-01-01 07:15:00,0.44,0.45,0.44,0.44,2275
2024-01-01 07:30:00,0.44,0.44,0.44,0.44,1036
2024-01-01 07:45:00,0.44,0.45,0.44,0.44,1325
2024-01-01 08:00:00,0.44,0.44,0.44,0.44,1936
2024-01-01 08:15:00,0.44,0.44,0.43,0.43,1186
2024-01-01 08:30:00,0.43,0.44,0.42,0.43,592
2024-01-01 08:45:00,0.43,0.44,0.41,0.42,2193
2024-01-01 09:00:00,0.42,0.42,0.4,0.41,3384
2024-01-01 09:15:00,0.41,0.41,0.4,0.4,1682
2024-01-01 09:30:00,0.4,0.41,0.4,0.41,1150
2024-01-01 09:45:00,0.41,0.41,0.4,0.4,1853
2024-01-01 10:00:00,0.4,0.41,0.37,0.37,3292
2024-01-01 10:15:00,0.37,0.38,0.37,0.38,2232
2024-01-01 10:30:00,0.38,0.39,0.37,0.38,1360
2024-01-01 10:45:00,0.38,0.38,0.38,0.38,1774
2024-01-01 11:00:00,0.38,0.38,0.37,0.37,778
2024-01-01 11:15:00,0.37,0.38,0.37,0.38,2381
2024-01-01 11:30:00,0.38,0.4,0.37,0.39,3927
2024-01-01 11:45:00,0.39,0.39,0.38,0.39,2205
2024-01-01 12:00:00,0.39,0.39,0.38,0.39,719
2024-01-01 12:15:00,0.39,0.41,0.38,0.4,4746
