timestamp,open,high,low,close,volume
2026-01-27 06:30:00,2932.23,2932.23,2926.52,2926.52,1.9605
2026-01-27 06:45:00,2928.26,2928.27,2928.26,2928.27,1.5861
2026-01-27 07:00:00,2931.67,2934.24,2931.67,2934.24,0.1719
2026-01-27 07:15:00,2935.03,2935.03,2935.03,2935.03,0.0164
2026-01-27 07:30:00,2935.79,2937.46,2935.79,2936.04,2.1454
2026-01-27 07:45:00,2930.59,2930.97,2930.31,2930.31,0.8077
2026-01-27 08:00:00,2929.29,2933.05,2929.29,2930.01,0.0444
2026-01-27 08:15:00,2931.71,2931.71,2931.71,2931.71,0.0085
2026-01-27 08:30:00,2924.43,2925.1,2919.4,2925.1,1.4608
2026-01-27 08:45:00,2925.1,2925.1,2925.1,2925.1,0.0
2026-01-27 09:00:00,2918.6,2918.6,2915.11,2915.11,3.0604
2026-01-27 09:15:00,2912.28,2914.57,2912.28,2913.97,0.7339
2026-01-27 09:30:00,2910.58,2910.58,2910.58,2910.58,1.1118
2026-01-27 09:45:00,2909.74,2909.74,2908.33,2908.33,1.1729
2026-01-27 10:00:00,2910.5,2912.59,2910.5,2912.59,1.649
2026-01-27 10:15:00,2913.64,2913.64,2912.13,2912.13,3.6347
2026-01-27 10:30:00,2909.45,2909.45,2905.69,2905.73,1.5376
2026-01-27 10:45:00,2906.29,2906.29,2903.0,2903.0,2.4486
2026-01-27 11:00:00,2900.73,2906.06,2900.37,2906.06,2.5679
2026-01-27 11:15:00,2906.07,2906.07,2906.07,2906.07,0.0082
2026-01-27 11:30:00,2906.07,2906.07,2906.07,2906.07,0.0
2026-01-27 11:45:00,2906.07,2906.07,2906.07,2906.07,0.0
2026-01-27 12:00:00,2917.82,2920.15,2917.22,2919.19,0.072
2026-01-27 12:15:00,2922.21,2926.23,2920.7,2926.23,2.5244
2026-01-27 12:30:00,2925.42,2926.25,2922.24,2922.24,11.6777
2026-01-27 12:45:00,2917.1,2917.1,2917.1,2917.1,0.0017
2026-01-27 13:00:00,2918.7,2918.85,2913.85,2915.57,4.0738
2026-01-27 13:15:00,2910.8,2911.03,2907.16,2909.81,6.5677
2026-01-27 13:30:00,2907.17,2917.04,2907.15,2917.04,1.6113
2026-01-27 13:45:00,2915.44,2915.44,2908.12,2913.15,0.8237
2026-01-27 14:00:00,2918.12,2924.89,2918.12,2923.25,0.0353
2026-01-27 14:15:00,2926.0,2940.0,2926.0,2929.26,18.3344
2026-01-27 14:30:00,2928.92,2932.24,2908.78,2912.46,23.2651
2026-01-27 14:45:00,2914.54,2922.71,2912.78,2921.14,9.8923
2026-01-27 15:00:00,2928.05,2938.68,2920.05,2930.39,19.6042
2026-01-27 15:15:00,2931.22,2931.22,2917.06,2917.06,18.1376
2026-01-27 15:30:00,2916.69,2922.1,2915.67,2919.45,13.5712
2026-01-27 15:45:00,2919.76,2941.17,2919.76,2939.91,17.1776
2026-01-27 16:00:00,2937.87,2982.68,2937.87,2974.95,39.8327
2026-01-27 16:15:00,2977.01,2982.59,2968.91,2969.23,14.3787
2026-01-27 16:30:00,2977.37,2996.8,2977.37,2993.98,36.8743
2026-01-27 16:45:00,2990.65,2993.35,2988.17,2990.29,0.858
2026-01-27 17:00:00,2990.58,2994.79,2958.85,2959.22,10.7456
2026-01-27 17:15:00,2955.17,2955.17,2933.48,2949.36,45.6539
2026-01-27 17:30:00,2952.0,2952.0,2921.22,2923.13,22.4366
2026-01-27 17:45:00,2919.16,2929.52,2919.16,2928.7,39.4414
2026-01-27 18:00:00,2928.51,2947.98,2928.51,2940.74,16.709
2026-01-27 18:15:00,2945.6,2949.13,2940.61,2946.15,16.4234
2026-01-27 18:30:00,2949.68,2953.08,2939.96,2949.63,26.6139
2026-01-27 18:45:00,2950.24,2988.64,2948.84,2978.52,57.1044
2026-01-27 19:00:00,2979.75,2979.75,2966.92,2974.56,10.4787
2026-01-27 19:15:00,2974.53,2974.53,2971.69,2971.69,3.0994
2026-01-27 19:30:00,2973.14,2990.81,2970.2,2990.81,7.1013
2026-01-27 19:45:00,2987.18,2987.18,2978.81,2979.12,10.134
2026-01-27 20:00:00,2980.55,2994.3,2980.55,2993.01,16.348
2026-01-27 20:15:00,2991.93,3018.59,2991.93,3015.33,33.9386
2026-01-27 20:30:00,3014.23,3014.23,2998.94,3000.29,36.7817
2026-01-27 20:45:00,3013.22,3026.21,3012.65,3021.94,55.1705
2026-01-27 21:00:00,3021.45,3029.49,3017.72,3022.7,15.3126
2026-01-27 21:15:00,3025.35,3025.35,3013.53,3014.76,8.7381
2026-01-27 21:30:00,3015.23,3015.23,3008.16,3015.21,9.4203
2026-01-27 21:45:00,3017.66,3019.03,3015.12,3015.12,3.5087
2026-01-27 22:00:00,3019.33,3019.87,3011.79,3013.33,0.1987
2026-01-27 22:15:00,3007.62,3007.89,3006.96,3006.96,1.5828
2026-01-27 22:30:00,3009.07,3022.69,3009.07,3018.36,2.9811
2026-01-27 22:45:00,3020.28,3021.05,3020.28,3021.05,4.6962
2026-01-27 23:00:00,3012.73,3019.25,3011.18,3019.25,25.538
2026-01-27 23:15:00,3019.45,3024.93,3018.22,3024.93,0.0658
2026-01-27 23:30:00,3027.23,3034.74,3024.15,3032.21,3.6173
2026-01-27 23:45:00,3029.98,3029.98,3024.16,3026.17,3.9762
2026-01-28 00:00:00,3027.51,3027.51,3019.07,3022.21,2.8056
2026-01-28 00:15:00,3020.44,3029.05,3020.44,3024.28,0.1004
2026-01-28 00:30:00,3023.0,3025.18,3015.29,3017.43,2.4224
2026-01-28 00:45:00,3016.41,3024.13,3016.41,3023.97,1.7689
2026-01-28 01:00:00,3023.14,3025.77,3019.79,3019.79,0.7812
2026-01-28 01:15:00,3012.6,3013.05,3012.6,3013.05,0.2126
2026-01-28 01:30:00,3013.54,3013.93,3010.67,3013.93,1.3347
2026-01-28 01:45:00,3013.9,3019.01,3013.21,3018.3,1.7721
2026-01-28 02:00:00,3018.23,3018.23,3009.52,3012.74,4.5002
2026-01-28 02:15:00,3011.13,3014.4,3011.13,3014.08,0.1256
2026-01-28 02:30:00,3014.44,3014.44,3007.58,3008.83,6.8893
2026-01-28 02:45:00,3007.43,3008.9,3006.68,3007.76,0.1652
2026-01-28 03:00:00,3010.85,3012.7,3003.89,3006.82,2.4584
2026-01-28 03:15:00,3005.35,3005.35,2996.71,3003.08,29.9608
2026-01-28 03:30:00,3007.51,3007.51,3002.52,3003.08,0.44
2026-01-28 03:45:00,3004.0,3005.78,3003.61,3005.78,2.0281
2026-01-28 04:00:00,3005.4,3006.04,2998.29,3000.87,0.523
2026-01-28 04:15:00,2995.34,2998.43,2993.1,2996.53,4.39
2026-01-28 04:30:00,2996.94,3002.77,2996.94,2999.66,2.4307
2026-01-28 04:45:00,2998.17,2998.89,2997.74,2997.74,0.1227
2026-01-28 05:00:00,3000.36,3007.03,3000.25,3005.78,3.9324
2026-01-28 05:15:00,2998.01,2998.91,2998.01,2998.91,0.4538
2026-01-28 05:30:00,3000.19,3002.9,3000.19,3001.88,0.9685
2026-01-28 05:45:00,3002.53,3005.73,3002.53,3005.69,2.4503
2026-01-28 06:00:00,3008.18,3014.18,3007.5,3013.24,0.1583
2026-01-28 06:15:00,3010.42,3013.63,3010.42,3013.58,0.1721
2026-01-28 06:30:00,3014.31,3014.31,3003.37,3003.37,35.611
2026-01-28 06:45:00,3004.62,3017.11,3004.62,3017.11,41.9836
2026-01-28 07:00:00,3013.17,3013.17,3005.72,3006.39,1.9708
2026-01-28 07:15:00,3008.46,3008.53,3006.06,3007.1,0.7646
2026-01-28 07:30:00,3005.51,3005.51,3005.51,3005.51,0.012
2026-01-28 07:45:00,3007.43,3009.68,3004.67,3004.67,0.9216
2026-01-28 08:00:00,3003.54,3003.54,2998.5,2998.5,1.051
2026-01-28 08:15:00,2996.64,2998.12,2995.93,2998.12,3.0982
2026-01-28 08:30:00,2996.42,2996.42,2990.0,2990.0,16.8751
2026-01-28 08:45:00,2992.27,2993.16,2991.14,2991.14,0.0116
2026-01-28 09:00:00,2988.56,2993.6,2988.31,2990.25,4.1885
2026-01-28 09:15:00,2989.23,2992.15,2987.16,2987.16,3.0917
2026-01-28 09:30:00,2996.44,3009.88,2996.44,3007.27,6.7474
2026-01-28 09:45:00,3009.5,3014.49,3009.5,3014.49,2.9871
2026-01-28 10:00:00,3020.21,3030.22,3012.84,3030.22,16.0913
2026-01-28 10:15:00,3031.03,3039.41,3020.43,3023.01,8.3839
2026-01-28 10:30:00,3022.03,3026.41,3022.03,3025.71,4.9018
2026-01-28 10:45:00,3026.79,3032.53,3025.5,3026.14,4.8223
2026-01-28 11:00:00,3027.69,3027.69,3016.51,3016.51,0.0434
2026-01-28 11:15:00,3020.26,3021.04,3020.26,3021.04,0.1682
2026-01-28 11:30:00,3019.84,3027.96,3018.17,3027.96,0.8337
2026-01-28 11:45:00,3026.94,3044.4,3026.94,3039.83,19.443
2026-01-28 12:00:00,3039.34,3039.34,3025.03,3028.69,9.5989
2026-01-28 12:15:00,3031.02,3031.02,3027.28,3028.17,1.6876
2026-01-28 12:30:00,3030.74,3034.15,3025.94,3026.17,6.5057
2026-01-28 12:45:00,3031.95,3034.45,3025.55,3031.02,5.0837
2026-01-28 13:00:00,3030.04,3039.37,3030.04,3038.0,5.4945
2026-01-28 13:15:00,3037.6,3039.83,3030.77,3034.7,5.5044
2026-01-28 13:30:00,3038.51,3040.95,3034.94,3040.05,1.1896
2026-01-28 13:45:00,3041.46,3041.46,3034.79,3034.79,1.533
2026-01-28 14:00:00,3034.73,3034.73,3028.8,3028.8,5.973
2026-01-28 14:15:00,3030.53,3030.53,3018.5,3025.73,5.584
2026-01-28 14:30:00,3024.02,3033.82,3020.08,3021.14,18.9101
2026-01-28 14:45:00,3020.28,3020.28,3008.89,3014.5,10.3849
