timestamp,open,high,low,close,volume
2026-01-27 06:30:00,124.24,124.24,124.24,124.24,0.137
2026-01-27 06:45:00,124.17,124.17,124.17,124.17,1.088
2026-01-27 07:00:00,124.29,124.38,124.29,124.38,0.402
2026-01-27 07:15:00,124.35,124.35,124.35,124.35,25.74
2026-01-27 07:30:00,124.35,124.35,124.35,124.35,0.0
2026-01-27 07:45:00,124.38,124.38,124.38,124.38,0.241
2026-01-27 08:00:00,124.67,124.76,124.67,124.68,2.978
2026-01-27 08:15:00,124.68,124.68,124.68,124.68,0.0
2026-01-27 08:30:00,124.45,124.49,124.27,124.27,7.128
2026-01-27 08:45:00,124.16,124.16,124.16,124.16,0.034
2026-01-27 09:00:00,124.05,124.05,123.65,123.71,11.626
2026-01-27 09:15:00,123.72,123.72,123.72,123.72,1.203
2026-01-27 09:30:00,123.72,123.72,123.72,123.72,0.0
2026-01-27 09:45:00,123.75,123.75,123.75,123.75,1.202
2026-01-27 10:00:00,124.01,124.01,124.01,124.01,0.056
2026-01-27 10:15:00,124.01,124.01,124.01,124.01,0.0
2026-01-27 10:30:00,123.88,123.88,123.69,123.69,23.032
2026-01-27 10:45:00,123.69,123.69,123.69,123.69,0.0
2026-01-27 11:00:00,123.82,123.92,123.8,123.85,23.121
2026-01-27 11:15:00,123.9,123.9,123.75,123.8,22.093
2026-01-27 11:30:00,123.75,124.02,123.75,124.02,50.33
2026-01-27 11:45:00,124.14,124.14,124.0,124.0,25.493
2026-01-27 12:00:00,124.23,124.23,124.23,124.23,1.608
2026-01-27 12:15:00,124.23,124.23,124.23,124.23,0.0
2026-01-27 12:30:00,124.13,124.13,124.13,124.13,0.79
2026-01-27 12:45:00,124.13,124.13,124.13,124.13,0.0
2026-01-27 13:00:00,123.85,123.85,123.71,123.71,13.778
2026-01-27 13:15:00,123.57,123.57,123.34,123.4,7.896
2026-01-27 13:30:00,123.37,123.37,123.31,123.31,0.216
2026-01-27 13:45:00,123.58,123.58,123.18,123.23,3.621
2026-01-27 14:00:00,123.23,123.99,123.23,123.97,42.015
2026-01-27 14:15:00,124.0,124.5,124.0,124.17,36.561
2026-01-27 14:30:00,124.11,124.11,123.42,123.83,21.123
2026-01-27 14:45:00,123.5,123.79,123.5,123.74,574.579
2026-01-27 15:00:00,123.94,124.48,123.94,123.99,3.298
2026-01-27 15:15:00,124.08,124.09,123.68,123.73,12.775
2026-01-27 15:30:00,123.65,123.73,123.57,123.73,5.975
2026-01-27 15:45:00,124.25,125.0,124.25,125.0,38.341
2026-01-27 16:00:00,125.13,126.64,125.13,126.64,24.328
2026-01-27 16:15:00,126.61,126.7,125.57,125.57,184.854
2026-01-27 16:30:00,125.72,126.7,125.72,126.7,2.944
2026-01-27 16:45:00,126.36,126.46,126.12,126.12,12.493
2026-01-27 17:00:00,126.13,126.13,124.72,124.72,34.534
2026-01-27 17:15:00,124.71,124.8,123.89,124.49,14.187
2026-01-27 17:30:00,124.52,124.52,123.6,123.6,9.661
2026-01-27 17:45:00,123.6,124.0,123.57,124.0,28.885
2026-01-27 18:00:00,124.35,124.61,124.22,124.45,31.618
2026-01-27 18:15:00,124.6,124.67,124.53,124.67,15.091
2026-01-27 18:30:00,124.79,125.0,124.68,125.0,21.337
2026-01-27 18:45:00,125.13,126.25,125.13,126.16,47.276
2026-01-27 19:00:00,125.85,125.85,125.58,125.77,14.601
2026-01-27 19:15:00,125.76,125.9,125.75,125.9,12.918
2026-01-27 19:30:00,125.68,126.29,125.67,126.29,1.208
2026-01-27 19:45:00,126.13,126.13,125.79,125.8,19.323
2026-01-27 20:00:00,125.83,126.36,125.83,126.35,3.301
2026-01-27 20:15:00,126.44,127.3,126.36,127.12,266.779
2026-01-27 20:30:00,126.9,127.11,126.9,127.11,6.702
2026-01-27 20:45:00,127.09,127.5,127.09,127.43,23.341
2026-01-27 21:00:00,127.31,127.77,127.22,127.73,66.611
2026-01-27 21:15:00,127.64,127.64,127.4,127.4,16.809
2026-01-27 21:30:00,127.11,127.22,127.11,127.21,45.243
2026-01-27 21:45:00,127.14,127.25,126.96,127.0,6.365
2026-01-27 22:00:00,127.34,127.34,127.32,127.32,1.334
2026-01-27 22:15:00,127.15,127.15,127.15,127.15,0.314
2026-01-27 22:30:00,127.21,127.49,127.21,127.49,2.846
2026-01-27 22:45:00,127.56,127.77,127.48,127.68,5.078
2026-01-27 23:00:00,127.43,127.53,127.43,127.52,1.895
2026-01-27 23:15:00,127.38,127.38,127.34,127.34,0.553
