timestamp,open,high,low,close,volume
2024-12-11 04:00:00,678.99,681.4,678.14,679.39,4041.257
2024-12-11 04:15:00,679.4,681.4,679.0,680.03,2506.933
2024-12-11 04:30:00,680.04,681.87,679.23,679.24,5505.139
2024-12-11 04:45:00,679.24,681.56,677.46,681.07,3302.427
2024-12-11 05:00:00,681.08,682.19,678.02,678.58,3386.082
2024-12-11 05:15:00,678.58,679.6,677.35,678.28,1594.195
2024-12-11 05:30:00,678.28,678.54,675.82,678.29,2898.834
2024-12-11 05:45:00,678.3,678.7,676.6,677.22,1725.275
2024-12-11 06:00:00,677.22,679.8,675.9,679.61,1721.719
2024-12-11 06:15:00,679.61,680.43,678.4,680.23,3690.696
2024-12-11 06:30:00,680.23,682.29,679.51,681.32,3662.997
2024-12-11 06:45:00,681.28,682.2,680.49,681.36,1996.734
2024-12-11 07:00:00,681.36,683.0,680.7,682.19,3043.612
2024-12-11 07:15:00,682.2,682.2,680.0,681.69,2196.087
2024-12-11 07:30:00,681.69,682.63,678.81,680.37,2868.378
2024-12-11 07:45:00,680.37,680.6,677.09,677.37,4099.239
2024-12-11 08:00:00,677.38,682.83,677.03,682.3,3636.686
2024-12-11 08:15:00,682.31,684.38,681.8,683.81,6671.936
2024-12-11 08:30:00,683.82,688.99,683.52,688.47,10459.666
2024-12-11 08:45:00,688.46,688.46,684.15,686.96,7594.53
2024-12-11 09:00:00,686.97,687.72,683.42,683.92,6953.62
2024-12-11 09:15:00,683.91,684.8,683.03,684.34,4644.89
2024-12-11 09:30:00,684.34,686.56,683.8,685.69,3191.187
2024-12-11 09:45:00,685.69,689.0,685.41,688.99,6988.295
2024-12-11 10:00:00,688.99,690.03,688.32,688.6,4370.369
2024-12-11 10:15:00,688.6,688.96,687.12,688.47,3408.992
2024-12-11 10:30:00,688.47,689.0,687.33,687.89,1956.216
2024-12-11 10:45:00,687.88,689.34,687.73,689.34,2915.08
2024-12-11 11:00:00,689.33,689.89,687.49,688.14,6048.371
2024-12-11 11:15:00,688.15,690.7,688.14,690.7,2386.485
2024-12-11 11:30:00,690.7,691.27,688.23,688.39,4219.167
2024-12-11 11:45:00,688.39,689.13,686.99,688.9,3515.288
2024-12-11 12:00:00,688.9,690.25,688.0,688.23,4004.031
2024-12-11 12:15:00,688.24,691.23,687.31,691.1,3249.021
2024-12-11 12:30:00,691.1,691.54,687.99,689.9,12704.671
2024-12-11 12:45:00,689.89,690.63,687.47,688.14,4370.027
2024-12-11 13:00:00,688.12,690.28,688.11,688.48,4371.478
2024-12-11 13:15:00,688.48,690.5,686.71,690.5,4216.102
2024-12-11 13:30:00,690.5,695.85,688.55,692.7,15784.171
2024-12-11 13:45:00,692.7,693.34,689.0,692.13,7681.117
2024-12-11 14:00:00,692.12,692.13,685.56,687.68,13166.363
2024-12-11 14:15:00,687.67,689.64,686.09,688.34,5540.154
2024-12-11 14:30:00,688.35,689.79,686.39,688.15,8247.196
2024-12-11 14:45:00,688.14,692.97,687.82,692.77,11476.488
2024-12-11 15:00:00,692.77,696.54,692.36,695.42,12444.253
2024-12-11 15:15:00,695.42,698.77,692.44,696.92,15372.829
2024-12-11 15:30:00,696.92,697.6,694.16,695.7,10739.848
2024-12-11 15:45:00,695.7,697.34,694.45,695.01,13623.431
2024-12-11 16:00:00,695.01,700.0,695.01,696.33,11590.464
2024-12-11 16:15:00,696.33,699.9,696.32,699.7,6834.551
2024-12-11 16:30:00,699.71,700.34,693.71,695.61,8568.965
2024-12-11 16:45:00,695.61,697.8,694.4,697.1,5040.882
2024-12-11 17:00:00,697.1,697.82,695.9,697.22,3116.026
2024-12-11 17:15:00,697.23,697.47,695.5,695.6,3514.002
2024-12-11 17:30:00,695.61,699.5,694.3,699.42,11582.444
2024-12-11 17:45:00,699.43,703.7,698.49,699.36,20705.328
2024-12-11 18:00:00,699.36,706.88,699.36,702.2,10404.951
2024-12-11 18:15:00,702.21,706.5,702.02,704.08,4979.134
2024-12-11 18:30:00,704.08,705.77,703.3,704.9,3273.91
2024-12-11 18:45:00,704.9,705.7,703.76,704.4,3991.654
2024-12-11 19:00:00,704.4,707.0,704.4,706.5,5355.597
2024-12-11 19:15:00,706.5,707.65,704.51,707.57,4403.623
2024-12-11 19:30:00,707.57,707.86,705.0,707.59,3283.49
2024-12-11 19:45:00,707.59,707.87,707.0,707.32,4487.9
2024-12-11 20:00:00,707.31,707.8,706.08,706.4,3593.411
2024-12-11 20:15:00,706.4,707.78,706.02,707.54,2047.103
2024-12-11 20:30:00,707.54,707.8,706.7,707.43,1644.199
2024-12-11 20:45:00,707.44,707.7,705.24,706.39,3155.921
2024-12-11 21:00:00,706.38,707.48,704.6,706.89,2198.438
2024-12-11 21:15:00,706.9,707.58,706.41,707.45,1317.622
2024-12-11 21:30:00,707.45,709.05,707.24,709.04,5662.68
2024-12-11 21:45:00,709.05,709.23,707.74,708.09,2037.987
2024-12-11 22:00:00,708.08,709.7,707.9,709.58,3035.487
2024-12-11 22:15:00,709.58,711.59,709.3,710.12,4085.405
2024-12-11 22:30:00,710.13,711.55,709.9,711.26,3130.398
2024-12-11 22:45:00,711.27,711.38,708.6,709.69,7592.011
2024-12-11 23:00:00,709.7,710.92,709.7,710.37,3842.66
2024-12-11 23:15:00,710.38,713.0,709.26,710.5,6494.174
2024-12-11 23:30:00,710.5,711.46,709.96,711.07,2201.091
2024-12-11 23:45:00,711.07,711.96,710.1,711.21,2031.757
2024-12-12 00:00:00,711.2,715.06,710.16,714.98,9525.465
2024-12-12 00:15:00,714.98,716.8,713.32,714.77,6789.494
2024-12-12 00:30:00,714.77,718.76,714.76,717.43,6143.43
2024-12-12 00:45:00,717.42,718.5,713.81,715.49,8471.498
